X1,x2,City,lat,long
CIRCULATION ROUTE NO. 13,R. Guzman St,Davao City,7.1401548,125.6568557
CIRCULATION ROUTE NO. 13,Guerrero St.,Davao City,,
CIRCULATION ROUTE NO. 13,R. Magsaysay Ave,Davao City,7.0743112,125.6245835
CIRCULATION ROUTE NO. 13,Uyanguren,Davao City,7.1142313,125.591531
CIRCULATION ROUTE NO. 13,C. Bangoy St.,Davao City,7.0716876,125.610447
CIRCULATION ROUTE NO. 13,C. Bangoy St.,Davao City,7.0716876,125.610447
CIRCULATION ROUTE NO. 13,San Pedro St.,Davao City,7.1225126,125.6335156
CIRCULATION ROUTE NO. 13,Ilustre,Davao City,7.0671472,125.6031409
CIRCULATION ROUTE NO. 15,Jacinto St.,Davao City,7.1158907,125.6470701
CIRCULATION ROUTE NO. 15,Quezon Blvd.,Davao City,7.0738852,125.6245172
CIRCULATION ROUTE NO. 15,Monteverde St.,Davao City,7.075734,125.6245887
CIRCULATION ROUTE NO. 15,Chavez St.,Davao City,7.1412507,125.5792735
CIRCULATION ROUTE NO. 15,Santa Ana Avenue,Davao City,7.1186632,125.6421418
CIRCULATION ROUTE NO. 15,Guerrero St.,Davao City,7.0694793,125.6171391
CIRCULATION ROUTE NO. 15,"San Pedro Hospital,",Davao City,7.0789729,125.61498
CIRCULATION ROUTE NO. 15,Guerrero St.,Davao City,,
CIRCULATION ROUTE NO. 15,Villa Abrille St.,Davao City,7.0748504,125.6148702
CIRCULATION ROUTE NO. 15,J.P. Laurel Ave.,Davao City,,
CIRCULATION ROUTE NO. 15,R. Magsaysay Ave,Davao City,7.0743112,125.6245835
CIRCULATION ROUTE NO. 15,C. Bangoy St.,Davao City,7.0716876,125.610447
CIRCULATION ROUTE NO. 15,C. Bangoy St.,Davao City,7.0716876,125.610447
CIRCULATION ROUTE NO. 15,Palma Gil St.,Davao City,7.0863243,125.6197619
CIRCULATION ROUTE NO. 15,Pelayo St.,Davao City,7.068357,125.6067558
CIRCULATION ROUTE NO. 15,Legaspi St.,Davao City,7.0242854,125.3973446
CIRCULATION ROUTE NO. 15,A. Pichon St,Davao City,7.0622627,125.6104187
CIRCULATION ROUTE NO. 15,Recto Ave.,Davao City,7.0638756,125.6097969
CIRCULATION ROUTE NO. 15,Jacinto St.,Davao City,7.1158907,125.6470701
COUNTRY HOMES (CABANTIAN) ROUTE,Buhangin Road,Davao City,7.13343,125.5889693
COUNTRY HOMES (CABANTIAN) ROUTE,J.P. Laurel Ave.,Davao City,7.102463,125.6370206
COUNTRY HOMES (CABANTIAN) ROUTE,R. Magsaysay Ave,Davao City,7.0462751,125.5639143
COUNTRY HOMES (CABANTIAN) ROUTE,Bangoy St.,Davao City,,
COUNTRY HOMES (CABANTIAN) ROUTE,C. Bangoy St.,Davao City,7.0716876,125.610447
COUNTRY HOMES (CABANTIAN) ROUTE,Palma Gil St.,Davao City,7.0863243,125.6197619
COUNTRY HOMES (CABANTIAN) ROUTE,C.M. Recto Ave.,Davao City,,
COUNTRY HOMES (CABANTIAN) ROUTE,J.P. Laurel Ave.,Davao City,,
COUNTRY HOMES (CABANTIAN) ROUTE,Bajada,Davao City,7.102463,125.6370206
COUNTRY HOMES (CABANTIAN) ROUTE,Dacudao,Davao City,7.0938618,125.6159997
COUNTRY HOMES (CABANTIAN) ROUTE,Flyover,Davao City,7.0555322,125.5440384
COUNTRY HOMES (CABANTIAN) ROUTE,Buhangin Road,Davao City,7.13343,125.5889693
DACOVILLE SUBDIVISION ROUTE,Puan,Davao City,7.0633314,125.5449356
DACOVILLE SUBDIVISION ROUTE,Ulas,Davao City,7.0555322,125.5440384
DACOVILLE SUBDIVISION ROUTE,Bangkal,Davao City,7.0917795,125.6060769
DACOVILLE SUBDIVISION ROUTE,MacArthur Highway ,Davao City,7.0290434,125.5093649
DACOVILLE SUBDIVISION ROUTE,Matina,Davao City,7.0460109,125.5677279
DACOVILLE SUBDIVISION ROUTE,Generoso Bridge ,Davao City,,
DACOVILLE SUBDIVISION ROUTE,Quirino Ave.,Davao City,7.0754224,125.6112277
DACOVILLE SUBDIVISION ROUTE,Camus St.,Davao City,7.0711865,125.6076269
DACOVILLE SUBDIVISION ROUTE,Bonifacio St.,Davao City,7.0200998,125.4996703
DACOVILLE SUBDIVISION ROUTE,C.M. Recto Ave.,Davao City,,
DACOVILLE SUBDIVISION ROUTE,Claveria,Davao City,7.0638756,125.6097969
DACOVILLE SUBDIVISION ROUTE,Roxas Ave.,Davao City,7.0723663,125.6120756
DACOVILLE SUBDIVISION ROUTE,Quezon Blvd.,Davao City,7.0738852,125.6245172
DACOVILLE SUBDIVISION ROUTE,Bolton Bridge ,Davao City,,
DACOVILLE SUBDIVISION ROUTE,Quimpo Blvd.,Davao City,7.0557945,125.5777988
DACOVILLE SUBDIVISION ROUTE,MacArthur Highway ,Davao City,7.0290434,125.5093649
DACOVILLE SUBDIVISION ROUTE,Matina,Davao City,7.0460109,125.5677279
DACOVILLE SUBDIVISION ROUTE,Bangkal,Davao City,7.0917795,125.6060769
DACOVILLE SUBDIVISION ROUTE,Ulas,Davao City,,
DALIAON ROUTE,Toril,Davao City,7.1130668,125.4327549
DALIAON ROUTE,Puan,Davao City,7.0633314,125.5449356
DALIAON ROUTE,Ulas,Davao City,7.0555322,125.5440384
DALIAON ROUTE,Bangkal,Davao City,7.0917795,125.6060769
DALIAON ROUTE,MacArthur Highway ,Davao City,7.0290434,125.5093649
DALIAON ROUTE,Matina,Davao City,7.0460109,125.5677279
DALIAON ROUTE,Generoso Bridge ,Davao City,,
DALIAON ROUTE,Quirino Ave.,Davao City,7.0754224,125.6112277
DALIAON ROUTE,Camus St.,Davao City,7.0711865,125.6076269
DALIAON ROUTE,Bonifacio St.,Davao City,7.0200998,125.4996703
DALIAON ROUTE,C.M. Recto Ave.,Davao City,,
DALIAON ROUTE,Claveria,Davao City,7.0638756,125.6097969
DALIAON ROUTE,Roxas Ave.,Davao City,7.0723663,125.6120756
DALIAON ROUTE,Quezon Blvd.,Davao City,7.0738852,125.6245172
DALIAON ROUTE,Bolton Bridge ,Davao City,7.05800475,125.6048496
DALIAON ROUTE,Quimpo Blvd.,Davao City,7.0557945,125.5777988
DALIAON ROUTE,MacArthur Highway ,Davao City,7.0290434,125.5093649
DALIAON ROUTE,Matina,Davao City,7.0460109,125.5677279
DALIAON ROUTE,Bangkal,Davao City,,
DALIAON ROUTE,Puan,Davao City,7.0633314,125.5449356
DALIAON ROUTE,Toril,Davao City,7.1130668,125.4327549
DALIAON ROUTE,Daliaon,Davao City,,
DALIAO (TORIL) - ROXAS AVENUE ROUTE,Puan,Davao City,7.0633314,125.5449356
DALIAO (TORIL) - ROXAS AVENUE ROUTE,Ulas,Davao City,7.0555322,125.5440384
DALIAO (TORIL) - ROXAS AVENUE ROUTE,Bangkal,Davao City,7.0917795,125.6060769
DALIAO (TORIL) - ROXAS AVENUE ROUTE,MacArthur Highway ,Davao City,7.0290434,125.5093649
DALIAO (TORIL) - ROXAS AVENUE ROUTE,Matina,Davao City,7.0460109,125.5677279
DALIAO (TORIL) - ROXAS AVENUE ROUTE,Generoso Bridge ,Davao City,,
DALIAO (TORIL) - ROXAS AVENUE ROUTE,Quirino Ave.,Davao City,7.0754224,125.6112277
DALIAO (TORIL) - ROXAS AVENUE ROUTE,Camus St.,Davao City,7.0711865,125.6076269
DALIAO (TORIL) - ROXAS AVENUE ROUTE,Bonifacio St.,Davao City,7.0200998,125.4996703
DALIAO (TORIL) - ROXAS AVENUE ROUTE,C.M. Recto Ave.,Davao City,,
DALIAO (TORIL) - ROXAS AVENUE ROUTE,Claveria,Davao City,7.0638756,125.6097969
DALIAO (TORIL) - ROXAS AVENUE ROUTE,Roxas Ave.,Davao City,7.0723663,125.6120756
DALIAO (TORIL) - ROXAS AVENUE ROUTE,Quezon Blvd.,Davao City,7.0738852,125.6245172
DALIAO (TORIL) - ROXAS AVENUE ROUTE,Bolton Bridge ,Davao City,,
DALIAO (TORIL) - ROXAS AVENUE ROUTE,Quimpo Blvd.,Davao City,7.0557945,125.5777988
DALIAO (TORIL) - ROXAS AVENUE ROUTE,MacArthur Highway ,Davao City,7.0290434,125.5093649
DALIAO (TORIL) - ROXAS AVENUE ROUTE,Matina,Davao City,7.0460109,125.5677279
DALIAO (TORIL) - ROXAS AVENUE ROUTE,Bangkal,Davao City,7.0917795,125.6060769
DALIAO (TORIL) - ROXAS AVENUE ROUTE,Ulas,Davao City,,
DALIAO (TORIL) - ROXAS AVENUE ROUTE,Toril,Davao City,7.1130668,125.4327549
DALIAO (TORIL) - ROXAS AVENUE ROUTE,Daliao,Davao City,,
DARONG ROUTE,Toril,Davao City,7.1130668,125.4327549
DARONG ROUTE,Puan,Davao City,7.0633314,125.5449356
DARONG ROUTE,Ulas,Davao City,7.0555322,125.5440384
DARONG ROUTE,Bangkal,Davao City,7.0917795,125.6060769
DARONG ROUTE,MacArthur Highway ,Davao City,7.0290434,125.5093649
DARONG ROUTE,Matina,Davao City,7.0460109,125.5677279
DARONG ROUTE,Generoso Bridge ,Davao City,,
DARONG ROUTE,Quirino Ave.,Davao City,7.0754224,125.6112277
DARONG ROUTE,Camus St.,Davao City,7.0711865,125.6076269
DARONG ROUTE,Bonifacio St.,Davao City,7.0200998,125.4996703
DARONG ROUTE,C.M. Recto Ave.,Davao City,,
DARONG ROUTE,Roxas Ave.,Davao City,7.0723663,125.6120756
DARONG ROUTE,Quezon Blvd.,Davao City,7.0738852,125.6245172
DARONG ROUTE,Bolton Bridge ,Davao City,7.05800475,125.6048496
DARONG ROUTE,Quimpo Blvd.,Davao City,7.0557945,125.5777988
DARONG ROUTE,MacArthur Highway ,Davao City,7.0290434,125.5093649
DARONG ROUTE,Matina,Davao City,7.0460109,125.5677279
DARONG ROUTE,Bangkal,Davao City,7.0917795,125.6060769
DARONG ROUTE,Ulas,Davao City,7.0555322,125.5440384
DARONG ROUTE,Puan,Davao City,7.0633314,125.5449356
DARONG ROUTE,Toril,Davao City,7.1130668,125.4327549
DARONG ROUTE,Darong,Davao City,,
DAVAO INTERNATIONAL AIRPORT (DIA),C.P. Garcia Highway,Davao City,,
DAVAO INTERNATIONAL AIRPORT (DIA),Garcia Highway ,Davao City,,
DECA TACUNAN - ROXAS BOULEVARD VIA MINTAL ROUTE,MacArthur Highway ,Davao City,7.0290434,125.5093649
DECA TACUNAN - ROXAS BOULEVARD VIA MINTAL ROUTE,Bangkal,Davao City,7.0917795,125.6060769
DECA TACUNAN - ROXAS BOULEVARD VIA MINTAL ROUTE,MacArthur Highway ,Davao City,7.0290434,125.5093649
DECA TACUNAN - ROXAS BOULEVARD VIA MINTAL ROUTE,Matina,Davao City,7.0460109,125.5677279
DECA TACUNAN - ROXAS BOULEVARD VIA MINTAL ROUTE,Quimpo Blvd.,Davao City,7.0557945,125.5777988
DECA TACUNAN - ROXAS BOULEVARD VIA MINTAL ROUTE,Bolton Bridge ,Davao City,,
DECA TACUNAN - ROXAS BOULEVARD VIA MINTAL ROUTE,Quezon Blvd.,Davao City,7.0738852,125.6245172
DECA TACUNAN - ROXAS BOULEVARD VIA MINTAL ROUTE,Roxas Ave.,Davao City,,
DECA TACUNAN - ROXAS BOULEVARD VIA MINTAL ROUTE,C. Bangoy St.,Davao City,7.0716876,125.610447
DECA TACUNAN - ROXAS BOULEVARD VIA MINTAL ROUTE,C. Bangoy St.,Davao City,7.0716876,125.610447
DECA TACUNAN - ROXAS BOULEVARD VIA MINTAL ROUTE,Quirino Ave.,Davao City,7.0754224,125.6112277
DECA TACUNAN - ROXAS BOULEVARD VIA MINTAL ROUTE,Generoso Bridge ,Davao City,,
DECA TACUNAN - ROXAS BOULEVARD VIA MINTAL ROUTE,MacArthur Highway ,Davao City,7.0290434,125.5093649
DECA TACUNAN - ROXAS BOULEVARD VIA MINTAL ROUTE,Bangkal,Davao City,7.0917795,125.6060769
DECA TACUNAN - ROXAS BOULEVARD VIA MINTAL ROUTE,Calinan,Davao City,7.1675631,125.4387765
DECA TACUNAN - ROXAS BOULEVARD VIA MINTAL ROUTE,Bukidnon Highway ,Davao City,7.0548888,125.5455799
DECA TACUNAN - ROXAS BOULEVARD VIA MINTAL ROUTE,DECA TACUNAN,Davao City,,
DONA PILAR SUBDIVISION ROUTE,J.P. Laurel Ave.,Davao City,7.102463,125.6370206
DONA PILAR SUBDIVISION ROUTE,E. Quirino Ave,Davao City,7.0675542,125.6021829
DONA PILAR SUBDIVISION ROUTE,C. Bangoy St.,Davao City,7.0716876,125.610447
DONA PILAR SUBDIVISION ROUTE,Roxas Ave.,Davao City,7.0723663,125.6120756
DONA PILAR SUBDIVISION ROUTE,Leon Garcia St.,Davao City,7.0762742,125.6250592
DONA PILAR SUBDIVISION ROUTE,Cabaguio Ave.,Davao City,7.0974159,125.6204264
DONA PILAR SUBDIVISION ROUTE,J.P. Laurel Ave.,Davao City,7.102463,125.6370206
DONA PILAR SUBDIVISION ROUTE,Dona Pilar Subd.,Davao City,,
DONA PILAR SUBDIVISION ROUTE,J.P. Laurel Ave.,Davao City,7.102463,125.6370206
DONA PILAR SUBDIVISION ROUTE,E. Quirino Ave,Davao City,7.0675542,125.6021829
DONA PILAR SUBDIVISION ROUTE,C. Bangoy St.,Davao City,7.0716876,125.610447
DONA PILAR SUBDIVISION ROUTE,Roxas Ave.,Davao City,7.0723663,125.6120756
DONA PILAR SUBDIVISION ROUTE,Leon Garcia St.,Davao City,7.0762742,125.6250592
DONA PILAR SUBDIVISION ROUTE,Cabaguio Ave.,Davao City,7.0974159,125.6204264
DONA PILAR SUBDIVISION ROUTE,J.P. Laurel Ave.,Davao City,7.102463,125.6370206
DONA PILAR SUBDIVISION ROUTE,Doha Pilar Subd.,Davao City,,
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,Ecoland Drive ,Davao City,7.0462539,125.5912947
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,SM City ,Davao City,7.0483308,125.5890579
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,Quimpo Blvd.,Davao City,7.0557945,125.5777988
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,Tulip Drive,Davao City,,
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,Ecoland Drive ,Davao City,7.0462539,125.5912947
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,Maya St.,Davao City,7.1238527,125.6486835
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,Candelaria St.,Davao City,7.0511473,125.6032817
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,Sandawa Rd.,Davao City,7.0635753,125.6007266
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,MacArthur Highway ,Davao City,7.0290434,125.5093649
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,Matina,Davao City,7.0460109,125.5677279
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,Generoso Bridge ,Davao City,,
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,A. Pichon St,Davao City,7.0622627,125.6104187
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,Magallanes,Davao City,7.0978782,125.5905277
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,Recto Ave.,Davao City,7.0638756,125.6097969
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,Claveria,Davao City,7.0638756,125.6097969
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,R. Magsaysay Ave,Davao City,7.0743112,125.6245835
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,Quezon Blvd.,Davao City,7.0738852,125.6245172
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,Bolton Bridge ,Davao City,7.05800475,125.6048496
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,Candelaria St.,Davao City,,
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,Maya St.,Davao City,7.1238527,125.6486835
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,Ecoland Drive ,Davao City,7.0462539,125.5912947
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,Ecoland Drive ,Davao City,7.0462539,125.5912947
ECOLAND SUBDIVISION (SM CITY OF DAVAO) ROUTE,SM City ,Davao City,7.0483308,125.5890579
EL RIO VISTA VILLAGE - ROXAS AVENUE ROUTE,"Medical School,",Davao City,7.08546035,125.6067962
EL RIO VISTA VILLAGE - ROXAS AVENUE ROUTE,J.P. Laurel Ave.,Davao City,,
EL RIO VISTA VILLAGE - ROXAS AVENUE ROUTE,P. Reyes St,Davao City,7.1181398,125.6457317
EL RIO VISTA VILLAGE - ROXAS AVENUE ROUTE,Rizal St.,Davao City,7.1158774,125.6457987
EL RIO VISTA VILLAGE - ROXAS AVENUE ROUTE,Anda St.,Davao City,7.0670735,125.6076693
EL RIO VISTA VILLAGE - ROXAS AVENUE ROUTE,San Pedro St.,Davao City,7.1225126,125.6335156
EL RIO VISTA VILLAGE - ROXAS AVENUE ROUTE,Ilustre St.,Davao City,,
EL RIO VISTA VILLAGE - ROXAS AVENUE ROUTE,Duterte St.,Davao City,7.0554496,125.6085569
EL RIO VISTA VILLAGE - ROXAS AVENUE ROUTE,Quirino Ave.,Davao City,7.0754224,125.6112277
EL RIO VISTA VILLAGE - ROXAS AVENUE ROUTE,Pichon St.,Davao City,7.1341096,125.6596008
EL RIO VISTA VILLAGE - ROXAS AVENUE ROUTE,C.M. Recto Ave.,Davao City,,
EL RIO VISTA VILLAGE - ROXAS AVENUE ROUTE,Bonifacio St.,Davao City,7.0200998,125.4996703
EL RIO VISTA VILLAGE - ROXAS AVENUE ROUTE,Palma Gil St.,Davao City,7.0863243,125.6197619
EL RIO VISTA VILLAGE - ROXAS AVENUE ROUTE,Roxas Ave.,Davao City,7.0723663,125.6120756
EL RIO VISTA VILLAGE - ROXAS AVENUE ROUTE,El Rio Vista ,Davao City,7.1027922,125.604137
EL RIO VISTA VILLAGE - ROXAS AVENUE ROUTE,C.M. Recto Ave.,Davao City,,
EL RIO VISTA VILLAGE - ROXAS AVENUE ROUTE,J.P. Laurel Ave.,Davao City,,
EL RIO VISTA VILLAGE - ROXAS AVENUE ROUTE,MedicalSchool5,Davao City,,
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,MacArthur Highway ,Davao City,7.0290434,125.5093649
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,Bangkal,Davao City,7.0917795,125.6060769
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,MacArthur Highway ,Davao City,7.0290434,125.5093649
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,Matina,Davao City,7.0460109,125.5677279
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,Quimpo Blvd.,Davao City,,
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,Bolton Bridge ,Davao City,,
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,San Pedro Extension,Davao City,,
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,PNB,Davao City,7.1145862,125.6528369
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,M. Recto Ave,Davao City,7.0638756,125.6097969
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,Roxas Ave.,Davao City,7.0723663,125.6120756
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,Bangoy St.,Davao City,7.3244658,125.6545052
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,C. Bangoy St.,Davao City,7.0716876,125.610447
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,Rizal St.,Davao City,7.1158774,125.6457987
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,Ifiigo St.,Davao City,,
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,Anda St.,Davao City,7.0651341,125.6062066
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,San Pedro St.,Davao City,7.1225126,125.6335156
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,Quirino Ave.,Davao City,7.0754224,125.6112277
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,Generoso Bridge ,Davao City,7.06579365,125.6018946
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,MacArthur Highway ,Davao City,7.0290434,125.5093649
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,Matina,Davao City,7.0460109,125.5677279
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,"Catalunan Grande,",Davao City,7.0809158,125.5432886
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,"Sitio Awao,",Davao City,,
ELENITA HEIGHTS SUBD. VIA CATALUNAN GRANDE ROUTE,Elenita Heights,Davao City,,
ELENITA HEIGHTS SUBDIVISION,Mintal,Davao City,7.0794754,125.5023926
ELENITA HEIGHTS SUBDIVISION,MacArthur Highway ,Davao City,7.0290434,125.5093649
ELENITA HEIGHTS SUBDIVISION,Bangkal,Davao City,7.0917795,125.6060769
ELENITA HEIGHTS SUBDIVISION,MacArthur Highway ,Davao City,7.0290434,125.5093649
ELENITA HEIGHTS SUBDIVISION,Matina,Davao City,7.0460109,125.5677279
ELENITA HEIGHTS SUBDIVISION,Quimpo Blvd.,Davao City,7.0557945,125.5777988
ELENITA HEIGHTS SUBDIVISION,Bolton Bridge ,Davao City,,
ELENITA HEIGHTS SUBDIVISION,Quezon Blvd.,Davao City,7.0738852,125.6245172
ELENITA HEIGHTS SUBDIVISION,Roxas Ave.,Davao City,7.0723663,125.6120756
ELENITA HEIGHTS SUBDIVISION,C. Bangoy St.,Davao City,7.0716876,125.610447
ELENITA HEIGHTS SUBDIVISION,C. Bangoy St.,Davao City,7.0716876,125.610447
ELENITA HEIGHTS SUBDIVISION,Quirino Ave.,Davao City,7.0754224,125.6112277
ELENITA HEIGHTS SUBDIVISION,Generoso Bridge ,Davao City,7.06579365,125.6018946
ELENITA HEIGHTS SUBDIVISION,MacArthur Highway ,Davao City,7.0290434,125.5093649
ELENITA HEIGHTS SUBDIVISION,Bangkal,Davao City,7.0917795,125.6060769
ELENITA HEIGHTS SUBDIVISION,Calinan,Davao City,7.1675631,125.4387765
ELENITA HEIGHTS SUBDIVISION,Bukidnon Highway ,Davao City,,
ELENITA HEIGHTS SUBDIVISION,Mintal,Davao City,7.0794754,125.5023926
ELENITA HEIGHTS SUBDIVISION,Elenita Heights,Davao City,,
EMlLY HOMES (CABANTIAN),Buhangin Road,Davao City,7.13343,125.5889693
EMlLY HOMES (CABANTIAN),J.P. Laurel Ave.,Davao City,7.102463,125.6370206
EMlLY HOMES (CABANTIAN),R. Magsaysay Ave,Davao City,7.0462751,125.5639143
EMlLY HOMES (CABANTIAN),Bangoy St.,Davao City,,
EMlLY HOMES (CABANTIAN),C. Bangoy St.,Davao City,7.0716876,125.610447
EMlLY HOMES (CABANTIAN),Palma Gil St.,Davao City,7.0863243,125.6197619
EMlLY HOMES (CABANTIAN),C.M. Recto Ave.,Davao City,,
EMlLY HOMES (CABANTIAN),J.P. Laurel Ave.,Davao City,,
EMlLY HOMES (CABANTIAN),Bajada,Davao City,7.102463,125.6370206
EMlLY HOMES (CABANTIAN),Dacudao,Davao City,7.0938618,125.6159997
EMlLY HOMES (CABANTIAN),Flyover,Davao City,7.0555322,125.5440384
EMlLY HOMES (CABANTIAN),Buhangin Road,Davao City,7.13343,125.5889693
INAWAYAN (TORIL) ROUTE,Toril,Davao City,7.1130668,125.4327549
INAWAYAN (TORIL) ROUTE,Puan,Davao City,7.0633314,125.5449356
INAWAYAN (TORIL) ROUTE,Ulas,Davao City,7.0555322,125.5440384
INAWAYAN (TORIL) ROUTE,Bangkal,Davao City,7.0917795,125.6060769
INAWAYAN (TORIL) ROUTE,MacArthur Highway ,Davao City,7.0290434,125.5093649
INAWAYAN (TORIL) ROUTE,Matina,Davao City,7.0460109,125.5677279
INAWAYAN (TORIL) ROUTE,Generoso Bridge ,Davao City,,
INAWAYAN (TORIL) ROUTE,Quirino Ave.,Davao City,7.0754224,125.6112277
INAWAYAN (TORIL) ROUTE,Camus St.,Davao City,7.0711865,125.6076269
INAWAYAN (TORIL) ROUTE,Bonifacio St.,Davao City,7.0200998,125.4996703
INAWAYAN (TORIL) ROUTE,C.M. Recto Ave.,Davao City,,
INAWAYAN (TORIL) ROUTE,Claveria,Davao City,7.0638756,125.6097969
INAWAYAN (TORIL) ROUTE,Roxas Ave.,Davao City,7.0723663,125.6120756
INAWAYAN (TORIL) ROUTE,Quezon Blvd.,Davao City,7.0738852,125.6245172
INAWAYAN (TORIL) ROUTE,Bolton Bridge ,Davao City,,
INAWAYAN (TORIL) ROUTE,Quimpo Blvd.,Davao City,7.0557945,125.5777988
INAWAYAN (TORIL) ROUTE,MacArthur Highway ,Davao City,7.0290434,125.5093649
INAWAYAN (TORIL) ROUTE,Matina,Davao City,7.0460109,125.5677279
INAWAYAN (TORIL) ROUTE,Bangkal,Davao City,7.0917795,125.6060769
INAWAYAN (TORIL) ROUTE,Ulas,Davao City,7.0555322,125.5440384
INAWAYAN (TORIL) ROUTE,Puan,Davao City,7.0633314,125.5449356
INAWAYAN (TORIL) ROUTE,Toril,Davao City,7.1130668,125.4327549
INAWAYAN (TORIL) ROUTE,Inawayan,Davao City,,
INDANGAN ROUTE,Cabantian,Davao City,7.1421709,125.6001897
INDANGAN ROUTE,Buhangin Underpass ,Davao City,7.1086829,125.6133336
INDANGAN ROUTE,Buhangin Road,Davao City,7.13343,125.5889693
INDANGAN ROUTE,J.P. Laurel Ave.,Davao City,,
INDANGAN ROUTE,R. Magsaysay Ave,Davao City,7.0743112,125.6245835
INDANGAN ROUTE,C. Bangoy St.,Davao City,7.0716876,125.610447
INDANGAN ROUTE,C. Bangoy St.,Davao City,7.0716876,125.610447
INDANGAN ROUTE,San Pedro St.,Davao City,7.1225126,125.6335156
INDANGAN ROUTE,San Pedro Extension,Davao City,7.062644,125.6113826
INDANGAN ROUTE,Fr. Selga St.,Davao City,7.0719654,125.600519
INDANGAN ROUTE,F. Torres St,Davao City,7.0766229,125.6045798
INDANGAN ROUTE,J.P. Laurel Ave.,Davao City,7.102463,125.6370206
FROM CORNER INDANGAN - NCCC PANACAN ROUTE,PMPC,Davao City,7.1662749,125.603051
FROM CORNER INDANGAN - NCCC PANACAN ROUTE,"Malagamot Road,",Davao City,7.1615592,125.6423097
FROM CORNER INDANGAN - NCCC PANACAN ROUTE,"San Isidro Homes,",Davao City,,
FROM CORNER INDANGAN - NCCC PANACAN ROUTE,"Upper Malagamot,",Davao City,7.16205585,125.6252367
FROM CORNER INDANGAN - NCCC PANACAN ROUTE,JocrisResort,Davao City,,
FROM CORNER INDANGAN - NCCC PANACAN ROUTE,"Regner Homes,",Davao City,,
FROM CORNER INDANGAN - NCCC PANACAN ROUTE,"Maluphia Homes,",Davao City,,
FROM CORNER INDANGAN - NCCC PANACAN ROUTE,"Sagrada Malagamot,",Davao City,,
FROM CORNER INDANGAN - NCCC PANACAN ROUTE,Color Steel Corp.,Davao City,,
FROM CORNER INDANGAN - NCCC PANACAN ROUTE,"Malagamot Highway,",Davao City,,
FROM CORNER INDANGAN - NCCC PANACAN ROUTE,"DPWH Panacan,",Davao City,,
FROM CORNER INDANGAN - NCCC PANACAN ROUTE,NCCC Panacan ,Davao City,7.14387335,125.66065
